
INFO 	2016-09-02 10:46:47 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-09-02 14:26:31 	[make_tag_directory] 	avg. expected GC% = 40.65
TIME 	2016-09-02 14:26:31 	[make_tag_directory] 	step time for completion (seconds) = 1626

INFO 	2016-09-02 14:26:31 	[make_profiles] 	generate reads per million profile (RPM) fragment profile
INFO 	2016-09-02 16:31:35 	[make_profiles] 	get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-09-02 16:31:35 	[make_profiles] 	fragment length estimate = 232
INFO 	2016-09-02 16:31:35 	[make_profiles] 	fragment length correction = 232
INFO 	2016-09-02 16:31:35 	[make_profiles] 	the correction will be used if the estimate is not reliable
TIME 	2016-09-02 16:31:42 	[make_profiles] 	step time for completion (seconds) = 7511

INFO 	2016-09-02 16:31:42 	[call_peaks] 	Get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-09-02 16:31:42 	[call_peaks] 	Fragment length (l) is 232 bp (note this is not used if peak caller is zerone)
INFO 	2016-09-02 16:31:42 	[call_peaks] 	Peak calling with MACS2
INFO 	2016-09-02 16:31:42 	[call_peaks] 	genome size for homo_sapiens will be used
INFO 	2016-09-02 16:31:42 	[call_peaks] 	q-value cutoff = 0.05 (default is 0.01)
INFO 	2016-09-02 16:31:42 	[call_peaks] 	--nomodel (MACS2 will not try to model peak length but use l = 232 instead
INFO 	2016-09-02 16:31:42 	[call_peaks] 	--call-summits = MACS reanalyzes the shape of signal profile to deconvolve subpeaks within each peak called
INFO 	2016-09-02 16:31:42 	[call_peaks] 	peak calling with the sample alone (i.e. no input)
INFO 	2016-09-02 16:45:53 	[call_peaks] 	peaks = 11443
INFO 	2016-09-02 16:45:53 	[clean_up] 	deleting the following intermediate files/directories:
INFO 	2016-09-02 16:45:53 	[clean_up] 	/users/GR/mb/jquilez/data/chipseq/samples/ps_011_01_01_chipseq/fastqs_processed/trimmomatic/*/*
TIME 	2016-09-02 16:45:53 	[clean_up] 	step time for completion (seconds) = 0


