
INFO 	2016-03-11 15:48:39 	[add_to_metadata] 	-t <table>, -s <sample_id>, -u <time_stamp> -a <attribute> and or -v <value> are not provided; exiting...
INFO 	2016-03-11 17:47:06 	[make_tag_directory] 	make tag directory with HOMER
INFO 	2016-03-11 18:00:50 	[make_tag_directory] 	parse step log to extract generated metadata
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	estimated genome size = 3029990951
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	estimated average read density per bp = 0.023496
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	total tags = 71194124.0
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	total_positions = 60479063
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	avg. tag length = 48.8
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	median tags per position = 1
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	avg. tags per position = 1.177
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	fragment length estimate = 209
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	peak width estimate = 101
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	autocorrelation: same strand fold enrichment = 1.3
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	autocorrelation: diff strand fold enrichment = 1.3
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	autocorrelation: same-to-diff strand fold enrichment = 1.0
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	avg. fragment GC% = 38.84
INFO 	2016-03-11 18:00:51 	[make_tag_directory] 	avg. expected GC% = 40.59
INFO 	2016-03-11 18:01:12 	[make_tag_directory] 	ChIP-seq metrics calculated with Homer added to metadata
TIME 	2016-03-11 18:01:12 	[make_tag_directory] 	step time for completion (seconds) = 1071

INFO 	2016-03-11 18:01:14 	[make_bigbed] 	make BigBed file
TIME 	2016-03-11 18:03:50 	[make_bigbed] 	step time for completion (seconds) = 156

INFO 	2016-03-11 18:03:52 	[calculate_rpms] 	generate reads pe million profile (RPM) fragment profile
INFO 	2016-03-11 18:03:52 	[calculate_rpms] 	get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-03-11 18:03:52 	[calculate_rpms] 	fragment length estimate = 209
INFO 	2016-03-11 18:03:52 	[calculate_rpms] 	fragment length correction = 209
INFO 	2016-03-11 18:03:52 	[calculate_rpms] 	the correction will be used if the estimate is not reliable
TIME 	2016-03-11 19:16:36 	[calculate_rpms] 	step time for completion (seconds) = 4364

INFO 	2016-03-11 19:16:37 	[call_peaks] 	Get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-03-11 19:16:37 	[call_peaks] 	Fragment length (l) is 209 bp (note this is not used if peak caller is zerone)
INFO 	2016-03-11 19:16:37 	[call_peaks] 	Peak calling with MACS2
INFO 	2016-03-11 19:16:37 	[call_peaks] 	genome size for homo_sapiens will be used
INFO 	2016-03-11 19:16:37 	[call_peaks] 	q-value cutoff =  (default is 0.01)
INFO 	2016-03-11 19:16:37 	[call_peaks] 	--nomodel (MACS2 will not try to model peak length but use l = 209 instead
INFO 	2016-03-11 19:16:37 	[call_peaks] 	--call-summits = MACS reanalyzes the shape of signal profile to deconvolve subpeaks within each peak called
INFO 	2016-03-11 19:16:37 	[call_peaks] 	peak calling with the sample alone (i.e. no input)
INFO 	2016-03-11 19:25:52 	[call_peaks] 	peaks = 10515
INFO 	2016-03-11 19:25:56 	[call_peaks] 	peak calling without input DNA as control added to metadata

