
INFO 	2016-03-11 15:48:05 	[add_to_metadata] 	-t <table>, -s <sample_id>, -u <time_stamp> -a <attribute> and or -v <value> are not provided; exiting...
INFO 	2016-03-11 17:07:12 	[align_bwa] 	reads aligned = 60544660
INFO 	2016-03-11 17:07:12 	[align_bwa] 	reads unique = 48930786
INFO 	2016-03-11 17:07:15 	[align_bwa] 	path to genome sequence FASTA and number of (uniquely) aligned reads added to metadata
TIME 	2016-03-11 17:07:25 	[align_bwa] 	step time for completion (seconds) = 3636

INFO 	2016-03-11 17:07:26 	[make_tag_directory] 	converting BAM to BED --required for making tag directory
INFO 	2016-03-11 17:09:29 	[make_tag_directory] 	make tag directory with HOMER
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	parse step log to extract generated metadata
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	estimated genome size = 3030009234
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	estimated average read density per bp = 0.016149
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	total tags = 48930786.0
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	total_positions = 47829171
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	avg. tag length = 49.2
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	median tags per position = 1
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	avg. tags per position = 1.023
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	fragment length estimate = 231
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	peak width estimate = 134
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	autocorrelation: same strand fold enrichment = 1.2
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	autocorrelation: diff strand fold enrichment = 1.2
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	autocorrelation: same-to-diff strand fold enrichment = 1.0
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	avg. fragment GC% = 40.00
INFO 	2016-03-11 17:21:23 	[make_tag_directory] 	avg. expected GC% = 40.62
INFO 	2016-03-11 17:21:37 	[make_tag_directory] 	ChIP-seq metrics calculated with Homer added to metadata
TIME 	2016-03-11 17:21:37 	[make_tag_directory] 	step time for completion (seconds) = 851

INFO 	2016-03-11 17:21:38 	[make_bigbed] 	make BigBed file
TIME 	2016-03-11 17:23:38 	[make_bigbed] 	step time for completion (seconds) = 120

INFO 	2016-03-11 17:23:39 	[calculate_rpms] 	generate reads pe million profile (RPM) fragment profile
INFO 	2016-03-11 17:23:39 	[calculate_rpms] 	get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-03-11 17:23:39 	[calculate_rpms] 	fragment length estimate = 231
INFO 	2016-03-11 17:23:39 	[calculate_rpms] 	fragment length correction = 231
INFO 	2016-03-11 17:23:39 	[calculate_rpms] 	the correction will be used if the estimate is not reliable
TIME 	2016-03-11 18:33:51 	[calculate_rpms] 	step time for completion (seconds) = 4212

INFO 	2016-03-11 18:33:52 	[call_peaks] 	Get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-03-11 18:33:52 	[call_peaks] 	Fragment length (l) is 231 bp (note this is not used if peak caller is zerone)
INFO 	2016-03-11 18:33:52 	[call_peaks] 	Peak calling with MACS2
INFO 	2016-03-11 18:33:52 	[call_peaks] 	genome size for homo_sapiens will be used
INFO 	2016-03-11 18:33:52 	[call_peaks] 	q-value cutoff =  (default is 0.01)
INFO 	2016-03-11 18:33:52 	[call_peaks] 	--nomodel (MACS2 will not try to model peak length but use l = 231 instead
INFO 	2016-03-11 18:33:52 	[call_peaks] 	--call-summits = MACS reanalyzes the shape of signal profile to deconvolve subpeaks within each peak called
INFO 	2016-03-11 18:33:52 	[call_peaks] 	peak calling with the sample alone (i.e. no input)
INFO 	2016-03-11 18:40:16 	[call_peaks] 	peaks = 12279
INFO 	2016-03-11 18:40:19 	[call_peaks] 	peak calling without input DNA as control added to metadata

