
INFO 	2016-03-11 15:48:51 	[add_to_metadata] 	-t <table>, -s <sample_id>, -u <time_stamp> -a <attribute> and or -v <value> are not provided; exiting...
INFO 	2016-03-11 17:53:43 	[calculate_rpms] 	generate reads pe million profile (RPM) fragment profile
INFO 	2016-03-11 17:53:43 	[calculate_rpms] 	get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-03-11 17:53:43 	[calculate_rpms] 	fragment length estimate = 210
INFO 	2016-03-11 17:53:43 	[calculate_rpms] 	fragment length correction = 210
INFO 	2016-03-11 17:53:43 	[calculate_rpms] 	the correction will be used if the estimate is not reliable
TIME 	2016-03-11 19:12:15 	[calculate_rpms] 	step time for completion (seconds) = 4712

INFO 	2016-03-11 19:12:30 	[call_peaks] 	Get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-03-11 19:12:30 	[call_peaks] 	Fragment length (l) is 210 bp (note this is not used if peak caller is zerone)
INFO 	2016-03-11 19:12:30 	[call_peaks] 	Peak calling with MACS2
INFO 	2016-03-11 19:12:30 	[call_peaks] 	genome size for homo_sapiens will be used
INFO 	2016-03-11 19:12:30 	[call_peaks] 	q-value cutoff =  (default is 0.01)
INFO 	2016-03-11 19:12:30 	[call_peaks] 	--nomodel (MACS2 will not try to model peak length but use l = 210 instead
INFO 	2016-03-11 19:12:30 	[call_peaks] 	--call-summits = MACS reanalyzes the shape of signal profile to deconvolve subpeaks within each peak called
INFO 	2016-03-11 19:12:30 	[call_peaks] 	peak calling with the sample alone (i.e. no input)
INFO 	2016-03-11 19:21:16 	[call_peaks] 	peaks = 566
INFO 	2016-03-11 19:21:19 	[call_peaks] 	peak calling without input DNA as control added to metadata

